Id,SalePrice
1461,112873.34625
1462,159805.93503
1463,181622.76168
1464,196185.01697
1465,233619.53112
1466,169572.45675
1467,177116.67609
1468,162908.03846
1469,195662.94853
1470,120929.40915
1471,186307.40983
1472,104657.08519
1473,101832.24306
1474,154588.49531
1475,111030.69513
1476,381410.12949
1477,254556.53265
1478,334722.95259
1479,324871.81581
1480,415691.30596
1481,300326.47222
1482,227846.96151
1483,173917.76921
1484,173027.64145
1485,198417.47122
1486,194803.44243
1487,348992.18434
1488,242289.99078
1489,183536.22458
1490,211474.29595
1491,185132.63723
1492,96063.063144
1493,164119.34374
1494,306473.6353
1495,315369.09001
1496,226737.76937
1497,191759.11727
1498,187504.16975
1499,187790.17885
1500,178375.74217
1501,193029.28892
1502,178973.79804
1503,264657.95005
1504,239278.52948
1505,208070.99551
1506,185900.77315
1507,225320.48235
1508,196469.1905
1509,172881.07179
1510,142576.15906
1511,149688.28269
1512,176110.61947
1513,143934.47028
1514,158752.07138
1515,191740.55924
1516,158636.96879
1517,155647.54104
1518,155232.60147
1519,200830.94296
1520,132571.80824
1521,130838.03337
1522,165655.09835
1523,115427.32339
1524,118461.30961
1525,118192.78402
1526,109784.39066
1527,112492.15835
1528,152782.89034
1529,138305.01696
1530,177322.35191
1531,117972.0822
1532,97929.793502
1533,143832.98469
1534,120656.74169
1535,147758.89477
1536,117768.13828
1537,64242.601777
1538,128428.45902
1539,175577.50991
1540,98444.664489
1541,143622.6494
1542,148485.40244
1543,195639.4644
1544,86546.371409
1545,111203.74774
1546,130467.38119
1547,135650.39815
1548,138320.27662
1549,126440.38306
1550,139946.64052
1551,119981.50852
1552,126765.37671
1553,129096.32635
1554,120934.39191
1555,174299.79292
1556,177938.2539
1557,110585.96636
1558,96956.542526
1559,71591.07684
1560,142689.57515
1561,134770.31107
1562,125991.37406
1563,118552.81963
1564,156572.79121
1565,146312.61307
1566,228644.68603
1567,81752.886064
1568,240130.3056
1569,121281.1119
1570,136210.26827
1571,119909.49185
1572,132197.33764
1573,192739.52821
1574,127581.53861
1575,194701.25847
1576,227970.54563
1577,193328.93128
1578,148019.20245
1579,145891.83784
1580,207852.64758
1581,142173.55485
1582,133341.54634
1583,268122.65989
1584,212261.08577
1585,142286.11332
1586,68050.953749
1587,85936.167508
1588,130773.52335
1589,82962.228493
1590,132471.04982
1591,90210.683434
1592,120383.52981
1593,124129.54959
1594,126903.50012
1595,122398.279
1596,252545.82128
1597,227309.2582
1598,239133.82267
1599,156636.16178
1600,165546.09077
1601,66246.13663
1602,120557.02752
1603,67314.253631
1604,260531.82259
1605,241705.68854
1606,168813.86878
1607,190999.34791
1608,222403.03775
1609,190150.19205
1610,151731.1111
1611,142639.14067
1612,173655.44511
1613,148476.0554
1614,104338.90298
1615,94031.756489
1616,80794.182826
1617,95431.696039
1618,124517.57275
1619,126796.1545
1620,177588.04062
1621,144487.60637
1622,138669.15366
1623,222443.74858
1624,193367.13362
1625,117606.13709
1626,163208.99646
1627,192807.36294
1628,280153.39969
1629,203842.39523
1630,345151.25265
1631,236971.9506
1632,262408.97544
1633,191061.51151
1634,194287.85484
1635,192252.07806
1636,160747.2971
1637,192519.30172
1638,175130.40612
1639,176961.67393
1640,247439.8248
1641,190829.04763
1642,245284.37544
1643,218563.40272
1644,237989.66473
1645,179956.03811
1646,155570.6642
1647,171463.73377
1648,133354.80117
1649,132949.12908
1650,109933.07604
1651,126501.98711
1652,99852.450561
1653,104816.72367
1654,154247.7128
1655,147516.82367
1656,152032.43482
1657,154718.63456
1658,152264.33719
1659,123427.00141
1660,142928.27558
1661,414160.45771
1662,421404.64191
1663,364223.77385
1664,441719.9103
1665,329580.2653
1666,297342.52018
1667,350312.86521
1668,340280.15992
1669,319627.58315
1670,345847.2748
1671,256186.64343
1672,395708.84545
1673,277918.7027
1674,250115.29044
1675,206967.16507
1676,196017.36257
1677,213557.47686
1678,391327.071
1679,353418.43542
1680,342482.91837
1681,276692.00987
1682,291045.52124
1683,201905.05049
1684,179229.59611
1685,170355.30603
1686,177404.50151
1687,167942.76804
1688,190807.50933
1689,188301.72596
1690,206198.25652
1691,197395.53145
1692,287442.0245
1693,198417.47122
1694,188019.54317
1695,164215.9825
1696,269233.92533
1697,162129.94234
1698,347333.82993
1699,358647.28864
1700,267361.93216
1701,294992.93886
1702,252364.75817
1703,247536.23793
1704,261176.57052
1705,245577.73633
1706,387152.75842
1707,218788.67132
1708,191563.46319
1709,244692.97909
1710,220197.53307
1711,276296.27705
1712,249538.4821
1713,253601.87939
1714,212448.96738
1715,214683.56659
1716,172581.87556
1717,182235.61396
1718,137574.61674
1719,191763.20426
1720,247804.35595
1721,164044.16553
1722,126457.60818
1723,158368.50578
1724,210817.53418
1725,228467.9186
1726,195958.97929
1727,165963.49821
1728,183592.27369
1729,164379.12544
1730,156689.47441
1731,123212.6887
1732,125253.77127
1733,112322.63383
1734,114524.4831
1735,130175.91275
1736,111545.69334
1737,330751.22403
1738,252900.47417
1739,278532.39879
1740,210977.26569
1741,182245.77378
1742,193029.28892
1743,201742.83226
1744,292905.36999
1745,244341.30133
1746,223684.3635
1747,212281.83836
1748,203464.68997
1749,159892.62988
1750,137203.52929
1751,230220.58496
1752,114405.94381
1753,155321.17103
1754,194183.7922
1755,164769.12635
1756,119871.63842
1757,113019.407
1758,148519.31925
1759,162538.83406
1760,168340.32671
1761,131246.5229
1762,177798.91674
1763,180895.35027
1764,117553.0975
1765,176041.05847
1766,162582.70439
1767,201008.78412
1768,134542.47455
1769,176657.24048
1770,146256.98826
1771,119388.18396
1772,142683.36762
1773,115040.65717
1774,169901.69463
1775,137390.92568
1776,129872.80212
1777,104024.90085
1778,140269.50397
1779,109240.59708
1780,185775.5106
1781,134654.2647
1782,85819.980755
1783,139123.93026
1784,100613.7692
1785,124240.16522
1786,159859.6033
1787,169901.13909
1788,56866.145251
1789,95287.329255
1790,86538.068062
1791,205757.03126
1792,149138.62305
1793,144488.61462
1794,154960.70859
1795,133694.44134
1796,115355.6506
1797,113943.90696
1798,114859.11522
1799,107591.09958
1800,133964.01575
1801,126972.53614
1802,148943.30443
1803,158237.00803
1804,140084.74827
1805,134858.51721
1806,131327.51561
1807,133289.84035
1808,119974.87954
1809,109737.44828
1810,136220.3898
1811,85521.35823
1812,89952.044238
1813,119149.43055
1814,90304.204222
1815,55050.429703
1816,84888.93506
1817,112387.68129
1818,147810.53727
1819,135571.23126
1820,57650.819552
1821,115662.00291
1822,153341.24619
1823,41628.089241
1824,130003.89102
1825,136364.07145
1826,117107.41016
1827,104886.52395
1828,132918.26331
1829,149352.96678
1830,141196.97221
1831,149199.73303
1832,100968.8056
1833,146405.64495
1834,127270.46689
1835,136557.11323
1836,137123.48359
1837,87872.398914
1838,134707.27158
1839,87931.905282
1840,121524.53815
1841,127893.90079
1842,90300.670906
1843,116152.28826
1844,147285.7384
1845,132074.0407
1846,149153.17807
1847,168780.48107
1848,57007.938861
1849,106304.72927
1850,114753.49619
1851,140795.158
1852,119956.03943
1853,128515.30285
1854,172812.35428
1855,164478.76073
1856,217476.96644
1857,157158.37237
1858,154131.27719
1859,133117.25815
1860,155864.30866
1861,132363.39529
1862,308233.06472
1863,308233.06472
1864,308233.06472
1865,325267.84334
1866,317644.42846
1867,224014.40979
1868,266059.12497
1869,196916.7651
1870,221787.55392
1871,259165.84269
1872,165736.36756
1873,240812.44668
1874,137238.04217
1875,198784.32822
1876,199484.92248
1877,204773.22868
1878,195991.21682
1879,129733.1691
1880,137630.19457
1881,229475.25744
1882,232815.21742
1883,192929.99487
1884,201526.39182
1885,222178.39074
1886,263379.94372
1887,202240.4769
1888,245924.8265
1889,162857.38527
1890,116985.868
1891,135422.38161
1892,96404.103957
1893,120593.17667
1894,128124.03688
1895,131625.55749
1896,119504.32752
1897,110011.48999
1898,120017.88899
1899,171532.42322
1900,159021.59203
1901,181046.34351
1902,154520.04482
1903,236100.61559
1904,134952.68312
1905,194417.58158
1906,157393.2322
1907,205634.36881
1908,110644.69513
1909,142120.65594
1910,119887.11763
1911,220094.39424
1912,311569.63563
1913,140430.91076
1914,48541.648469
1915,292797.05824
1916,177938.2539
1917,253128.37318
1918,130691.9744
1919,160302.50194
1920,166895.45511
1921,357786.76722
1922,323646.40917
1923,234040.84336
1924,211662.03859
1925,198645.33559
1926,351558.59247
1927,130251.36417
1928,161514.33308
1929,116082.68501
1930,135313.57708
1931,133222.40161
1932,149285.43162
1933,151490.52022
1934,184005.38654
1935,180712.65316
1936,192353.91336
1937,185333.78432
1938,176502.23096
1939,281997.87127
1940,209899.98898
1941,163405.34861
1942,199753.54805
1943,230260.56784
1944,388797.09567
1945,369883.61308
1946,166703.73921
1947,332240.18558
1948,154689.54199
1949,222717.99915
