Id,SalePrice
1461,120707.27828
1462,152011.52037
1463,189542.42872
1464,206395.79201
1465,192044.87629
1466,172414.3412
1467,173833.45733
1468,164925.99563
1469,181095.65452
1470,121467.71221
1471,184541.9031
1472,98635.07204
1473,96996.925442
1474,143577.38874
1475,110250.3286
1476,360335.94279
1477,238314.89009
1478,298092.29219
1479,306673.1496
1480,575767.09094
1481,317077.02164
1482,192462.48076
1483,182014.74646
1484,164084.32917
1485,183033.0755
1486,193744.01334
1487,329992.86854
1488,211169.46665
1489,187922.53756
1490,258878.09613
1491,200038.85652
1492,93903.393697
1493,145559.20589
1494,279879.17928
1495,292304.74158
1496,184541.9031
1497,161583.07844
1498,194028.73472
1499,160223.0292
1500,154794.13686
1501,186147.51569
1502,148407.88931
1503,287043.10698
1504,237635.61789
1505,232663.15646
1506,189213.73389
1507,252726.00599
1508,198325.81817
1509,157929.36436
1510,147385.13584
1511,167229.06275
1512,179250.7587
1513,146094.85433
1514,184541.9031
1515,184829.4752
1516,142373.61472
1517,172774.53705
1518,125657.5444
1519,213392.69111
1520,129304.24885
1521,140286.78906
1522,176404.7923
1523,114266.89318
1524,125150.822
1525,127150.14529
1526,109958.04965
1527,112837.21311
1528,129258.54501
1529,158462.99407
1530,201708.29956
1531,125997.92879
1532,184541.9031
1533,175262.10036
1534,122654.7676
1535,150001.15258
1536,109156.44882
1537,57792.723451
1538,146521.37701
1539,182830.80002
1540,184541.9031
1541,139314.13657
1542,132939.49644
1543,186333.66953
1544,82409.168178
1545,122082.76937
1546,139024.72709
1547,129797.9308
1548,142384.8306
1549,119706.45097
1550,131813.39253
1551,102677.60063
1552,145903.00398
1553,184541.9031
1554,114488.32163
1555,166499.54414
1556,184541.9031
1557,184541.9031
1558,107457.28883
1559,184541.9031
1560,121187.13021
1561,184541.9031
1562,129125.47553
1563,118378.54662
1564,159953.45121
1565,153176.11981
1566,229608.13269
1567,74444.057521
1568,237671.08671
1569,128499.40753
1570,131717.31844
1571,106870.08089
1572,144485.5859
1573,229441.38242
1574,121881.61514
1575,250156.40849
1576,251622.25269
1577,188359.39158
1578,149057.35002
1579,149078.80611
1580,192470.34289
1581,158954.72996
1582,125262.50901
1583,305904.66965
1584,220205.06236
1585,137155.05027
1586,78259.719461
1587,125452.1569
1588,145731.61306
1589,97517.266082
1590,125639.06191
1591,184541.9031
1592,122006.60168
1593,129467.82802
1594,184541.9031
1595,184541.9031
1596,220706.33827
1597,193359.30852
1598,211766.91871
1599,174357.1441
1600,166147.77429
1601,63748.544002
1602,127193.35212
1603,57847.530389
1604,260797.78498
1605,224515.70241
1606,162167.02343
1607,176776.41885
1608,218376.84705
1609,177991.15588
1610,151147.172
1611,131792.55618
1612,175450.76026
1613,171037.7222
1614,113863.59398
1615,184541.9031
1616,184541.9031
1617,91490.379107
1618,139689.05268
1619,145613.898
1620,184541.9031
1621,138489.16886
1622,149537.45779
1623,254057.03932
1624,209051.87269
1625,118334.51501
1626,158848.68433
1627,200183.05419
1628,275372.4108
1629,174426.86071
1630,184541.9031
1631,250893.70131
1632,261021.08043
1633,177616.63244
1634,184846.7477
1635,173096.99414
1636,141352.69429
1637,199181.21978
1638,186725.16732
1639,186889.76291
1640,231612.37277
1641,177354.54735
1642,253722.4724
1643,232303.87146
1644,241865.88531
1645,225364.49636
1646,156871.66643
1647,148949.0436
1648,129723.77655
1649,137345.89478
1650,114321.84122
1651,113422.86748
1652,97535.207128
1653,99252.024776
1654,145217.91323
1655,128854.47714
1656,141680.16721
1657,154118.25951
1658,149393.37704
1659,126256.36406
1660,158122.09789
1661,495080.71909
1662,369359.525
1663,350614.67748
1664,650182.01089
1665,282043.53563
1666,309929.48984
1667,372288.3723
1668,338940.6134
1669,308768.29406
1670,357879.24221
1671,262759.97273
1672,481929.34145
1673,286535.35597
1674,247508.59386
1675,201339.1016
1676,203300.20721
1677,220447.92138
1678,519668.99026
1679,425357.99764
1680,309995.43476
1681,255115.17389
1682,316308.09629
1683,202277.16421
1684,177407.16443
1685,172424.42691
1686,168361.43139
1687,170442.97593
1688,186188.94364
1689,205427.53568
1690,194808.18836
1691,183691.61606
1692,184541.9031
1693,186387.55225
1694,186348.55509
1695,171848.06705
1696,289406.09141
1697,187162.61076
1698,364307.07372
1699,331298.88997
1700,267232.17947
1701,268581.04493
1702,246671.35498
1703,240737.18792
1704,260972.49778
1705,223574.21913
1706,195870.74857
1707,184541.9031
1708,201839.32523
1709,274027.43118
1710,223420.97285
1711,278207.64241
1712,251053.65455
1713,276596.80896
1714,225769.59565
1715,206913.96613
1716,186086.98122
1717,176793.78758
1718,184541.9031
1719,208679.97323
1720,239395.55636
1721,153438.33885
1722,184541.9031
1723,147858.51982
1724,221023.94946
1725,229303.7752
1726,190092.52754
1727,147461.22925
1728,168807.85844
1729,170021.20943
1730,156826.38067
1731,119579.68619
1732,131795.05501
1733,112553.47118
1734,145127.3722
1735,112883.70286
1736,110079.03419
1737,313299.34047
1738,266181.32563
1739,239491.73
1740,219317.97943
1741,195876.00945
1742,182322.5975
1743,182372.76179
1744,367754.13897
1745,232796.02559
1746,184329.03391
1747,224085.30832
1748,226022.96402
1749,142357.05901
1750,129100.82691
1751,237092.17886
1752,117046.20121
1753,151246.39996
1754,197030.38608
1755,170909.66124
1756,127006.07088
1757,119826.16472
1758,150332.63912
1759,159201.05687
1760,155831.36621
1761,153599.29414
1762,179149.10073
1763,167036.77332
1764,115300.27012
1765,135122.14572
1766,191244.01077
1767,224032.91303
1768,138011.72462
1769,167031.08748
1770,150975.84841
1771,125076.18145
1772,129591.4638
1773,125317.66651
1774,137202.18696
1775,131486.26809
1776,130791.22681
1777,108137.37418
1778,139742.54403
1779,142816.1412
1780,161740.05517
1781,125157.19343
1782,85061.516915
1783,146416.67973
1784,111725.80649
1785,130128.22433
1786,136515.21514
1787,155390.25481
1788,184541.9031
1789,99571.353246
1790,84528.288746
1791,177364.61453
1792,166573.54657
1793,130805.00557
1794,148231.03921
1795,127199.02778
1796,150286.30096
1797,110267.66482
1798,117232.69153
1799,103223.91801
1800,128558.35639
1801,122965.93796
1802,125153.58067
1803,149665.58603
1804,131757.62714
1805,132926.50235
1806,121914.75922
1807,121383.66867
1808,117071.21048
1809,184541.9031
1810,140154.30166
1811,184541.9031
1812,184541.9031
1813,132539.50974
1814,123359.44893
1815,61053.818488
1816,106430.0643
1817,110824.2004
1818,148135.02677
1819,134386.76586
1820,184541.9031
1821,105949.91605
1822,154723.0295
1823,184541.9031
1824,124982.76281
1825,147022.87423
1826,116818.76412
1827,106808.83819
1828,128865.47094
1829,118420.90843
1830,140332.76624
1831,138575.11072
1832,184541.9031
1833,149307.00677
1834,129405.12814
1835,184541.9031
1836,126301.03371
1837,184541.9031
1838,124426.49487
1839,106417.7669
1840,184541.9031
1841,123620.31933
1842,86247.363687
1843,134060.62021
1844,143392.51426
1845,149242.42152
1846,165051.76211
1847,172068.59026
1848,184541.9031
1849,106100.78346
1850,112355.78567
1851,143083.12862
1852,129262.7807
1853,125174.50232
1854,162298.49968
1855,155772.15755
1856,215241.20697
1857,127016.53822
1858,138035.45161
1859,117055.36822
1860,146849.61666
1861,117724.32165
1862,299519.24887
1863,280587.39244
1864,280627.7777
1865,348696.01372
1866,314478.91057
1867,212777.9681
1868,285980.76945
1869,213871.66326
1870,200449.47644
1871,246099.28916
1872,172161.87122
1873,251893.44527
1874,151338.47225
1875,200036.98184
1876,207711.73254
1877,207891.31572
1878,202583.09326
1879,133817.40278
1880,129397.45314
1881,244452.43458
1882,234956.96754
1883,184541.9031
1884,202985.85445
1885,204151.86567
1886,270072.86725
1887,219321.23431
1888,258984.14816
1889,162809.77578
1890,113048.25076
1891,131014.6462
1892,102578.6405
1893,133018.72775
1894,184541.9031
1895,135141.47028
1896,110210.63363
1897,131456.69381
1898,107278.32342
1899,176761.76318
1900,137487.84621
1901,186975.71473
1902,170691.43384
1903,220223.77617
1904,148821.91058
1905,193621.16224
1906,120014.6865
1907,247912.08917
1908,112230.54514
1909,131482.0759
1910,123736.74649
1911,230851.5805
1912,336948.48461
1913,129238.30007
1914,53142.978381
1915,317806.14413
1916,184541.9031
1917,237683.08955
1918,143447.29236
1919,173306.92028
1920,161653.4627
1921,409705.05966
1922,334266.02892
1923,248472.46652
1924,228456.82072
1925,203545.01934
1926,373189.27007
1927,135713.35102
1928,166867.51381
1929,125152.38376
1930,129666.29176
1931,139931.54239
1932,138170.59397
1933,214857.18789
1934,186268.76223
1935,170741.72392
1936,195135.66475
1937,181137.05844
1938,155813.41782
1939,222138.9212
1940,176189.50922
1941,163244.03067
1942,165439.30675
1943,224271.41452
1944,391709.86157
1945,384431.7124
1946,184541.9031
1947,154696.34806
1948,169289.24175
1949,238022.11882
1950,185411.69458
1951,240326.8436
1952,195177.03026
1953,157129.3573
1954,175417.67625
1955,139124.70835
1956,329080.88281
1957,149126.35916
1958,260651.8799
1959,132583.69479
1960,107984.68968
1961,123461.90668
1962,97313.659826
1963,104921.7116
1964,105106.30041
1965,144352.33271
1966,139159.10227
1967,287707.15155
1968,431890.13483
1969,390308.13832
1970,423330.97245
1971,498811.53941
1972,403771.91083
1973,276105.19429
1974,327725.38988
1975,465769.91278
1976,276338.98677
1977,331255.64338
1978,361551.618
1979,292640.91839
1980,180229.19196
1981,349805.16728
1982,228671.18078
1983,213923.59594
1984,166478.99601
1985,238492.96615
1986,220938.20354
1987,178931.68946
1988,174430.93475
1989,189790.40789
1990,207693.20028
1991,240624.73188
1992,214800.25801
1993,184541.9031
1994,207338.18502
1995,185259.88646
1996,270339.37386
1997,295953.30153
1998,289192.83729
1999,290109.8169
2000,323266.25419
2001,303693.5863
2002,236444.94673
2003,229296.19564
2004,276401.56857
2005,184541.9031
2006,220481.66412
2007,236136.3451
2008,224776.34524
2009,203053.65493
2010,184414.0161
2011,184541.9031
2012,176422.43379
2013,180039.86401
2014,182166.69497
2015,208379.09084
2016,193781.37869
2017,197866.12845
2018,114578.66936
2019,129854.43762
2020,87608.374383
2021,97755.213116
2022,185506.58901
2023,141348.03127
2024,277013.07689
2025,338754.97747
2026,176669.98553
2027,162207.95788
2028,156879.40781
2029,167718.35596
2030,263136.21817
2031,230798.4365
2032,252249.27551
2033,264399.40364
2034,178091.00117
2035,234010.89259
2036,193039.13192
2037,230556.52992
2038,292072.11409
2039,184541.9031
2040,295874.2896
2041,333157.47056
2042,184541.9031
2043,186250.50856
2044,165411.13999
2045,201182.62834
2046,165677.25268
2047,138789.17665
2048,135104.64302
2049,135412.32845
2050,165585.45799
2051,106360.69764
2052,116327.77487
2053,148373.1963
2054,99446.214422
2055,158978.82355
2056,141456.51716
2057,109542.46966
2058,202019.87416
2059,131808.84702
2060,176109.20404
2061,165624.44248
2062,130617.9405
2063,115182.78368
2064,142978.47657
2065,94317.907418
2066,150034.26078
2067,99042.741343
2068,141966.85252
2069,86207.4991
2070,103020.5355
2071,100211.83371
2072,140157.10437
2073,126532.50705
2074,238754.51406
2075,150291.72707
2076,117152.22196
2077,163588.37562
2078,123706.32776
2079,124240.71015
2080,123029.11322
2081,126419.51769
2082,184541.9031
2083,145742.55572
2084,110484.18777
2085,129591.95668
2086,111369.86702
2087,121362.91484
2088,91765.044854
2089,85992.001925
2090,125873.88487
2091,184541.9031
2092,123727.26386
2093,111340.13133
2094,184541.9031
2095,155830.17995
2096,84515.91022
2097,184541.9031
2098,159339.86598
2099,54066.63767
2100,184541.9031
2101,115738.80928
2102,117196.29354
2103,115444.66448
2104,120171.3134
2105,184541.9031
2106,75906.612086
2107,190830.43912
2108,120235.59325
2109,105852.3871
2110,132450.67199
2111,137586.98283
2112,143022.40646
2113,118851.56706
2114,109905.0887
2115,162922.4209
2116,115511.39252
2117,149185.2097
2118,123882.68229
2119,121741.84841
2120,102955.70115
2121,184541.9031
2122,124260.31229
2123,85829.365254
2124,152059.85724
2125,114568.97977
2126,152182.63527
2127,184541.9031
2128,129138.57989
2129,79398.460274
2130,141560.30162
2131,140365.43756
2132,110188.70214
2133,130054.80266
2134,129346.47922
2135,110969.28552
2136,184541.9031
2137,104461.03409
2138,134179.96589
2139,144702.18032
2140,131648.33025
2141,157456.3883
2142,132350.89847
2143,153588.9051
2144,123205.78753
2145,131033.59441
2146,179671.40402
2147,145977.26708
2148,131133.13343
2149,139249.62446
2150,226752.14421
2151,114899.48328
2152,184541.9031
2153,171180.44799
2154,184541.9031
2155,128974.69581
2156,253687.89078
2157,234981.34543
2158,241629.77846
2159,207372.45228
2160,176379.80198
2161,224649.2647
2162,461275.74998
2163,381697.56379
2164,245852.522
2165,214191.40031
2166,161998.76562
2167,219139.59667
2168,206918.70301
2169,191781.9451
2170,242950.97686
2171,159084.1223
2172,132690.27752
2173,175812.54772
2174,219817.60547
2175,281186.90748
2176,303712.71178
2177,215602.80083
2178,205421.70109
2179,137351.70965
2180,210633.20852
2181,193678.42599
2182,216766.90312
2183,190789.67106
2184,121013.36793
2185,121686.27065
2186,145303.92407
2187,144677.01827
2188,149677.2864
2189,184541.9031
2190,184541.9031
2191,184541.9031
2192,184541.9031
2193,184541.9031
2194,184541.9031
2195,76186.399438
2196,112250.65076
2197,118274.26504
2198,164800.30562
2199,199961.41043
2200,153154.61081
2201,148642.35414
2202,222028.60127
2203,141789.84305
2204,190302.57198
2205,125986.84607
2206,143874.72666
2207,216246.24609
2208,274617.53793
2209,266292.1762
2210,121916.23565
2211,117570.21238
2212,129266.13858
2213,184541.9031
2214,144530.63247
2215,107233.76383
2216,160525.76924
2217,184541.9031
2218,71225.500448
2219,54914.462941
2220,52063.368837
2221,319509.41142
2222,294497.19931
2223,281607.57514
2224,209974.83326
2225,117398.17978
2226,190422.21268
2227,202445.89014
2228,269798.24662
2229,263402.01015
2230,156859.70033
2231,217829.3859
2232,185779.36396
2233,180149.717
2234,241754.62181
2235,227386.84404
2236,265510.83797
2237,307437.27954
2238,178024.96689
2239,184541.9031
2240,152247.19862
2241,134927.16412
2242,120640.45541
2243,112922.11505
2244,98482.425291
2245,95295.362919
2246,134900.53471
2247,184541.9031
2248,124905.41693
2249,119650.10669
